2012-04-25T21:14:06+00:00 heroku[api]: Release v23 created by don.iliy@gmail.com
2012-04-25T21:14:06+00:00 heroku[api]: Deploy b6f6dc2 by don.iliy@gmail.com
2012-04-25T21:14:06+00:00 heroku[web.1]: State changed from up to bouncing
2012-04-25T21:14:06+00:00 heroku[web.1]: State changed from bouncing to created
2012-04-25T21:14:07+00:00 heroku[web.1]: State changed from created to starting
2012-04-25T14:14:07-07:00 heroku[slugc]: Slug compilation finished
2012-04-25T21:14:09+00:00 heroku[web.1]: Starting process with command `thin -p 27863 -e production -R /home/heroku_rack/heroku.ru start`
2012-04-25T21:14:09+00:00 heroku[web.1]: Stopping process with SIGTERM
2012-04-25T21:14:09+00:00 app[web.1]: >> Stopping ...
2012-04-25T21:14:10+00:00 heroku[web.1]: Process exited with status 0
2012-04-25T21:14:10+00:00 app[web.1]: >> Listening on 0.0.0.0:27863, CTRL+C to stop
2012-04-25T21:14:10+00:00 app[web.1]: >> Maximum connections set to 1024
2012-04-25T21:14:10+00:00 app[web.1]: >> Thin web server (v1.2.6 codename Crazy Delicious)
2012-04-25T21:14:11+00:00 heroku[web.1]: State changed from starting to up
2012-04-25T21:18:15+00:00 app[web.1]: 
2012-04-25T21:18:15+00:00 app[web.1]: **Notice: C extension not loaded. This is required for optimum MongoDB Ruby driver performance.
2012-04-25T21:18:15+00:00 app[web.1]:   You can install the extension as follows:
2012-04-25T21:18:15+00:00 app[web.1]:   gem install bson_ext
2012-04-25T21:18:15+00:00 app[web.1]: 
2012-04-25T21:18:15+00:00 app[web.1]:   bson_ext gem is in your load path and that the bson_ext and mongo gems are of the same version.
2012-04-25T21:18:15+00:00 app[web.1]: 
2012-04-25T21:18:15+00:00 app[web.1]:   If you continue to receive this message after installing, make sure that the
2012-04-25T21:18:18+00:00 app[web.1]: NoMethodError - undefined method `destroy' for Access:Class:
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-rabbit-1.0.5/lib/sinatra/rabbit/base.rb:311:in `instance_eval'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:705:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/xss_header.rb:22:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/path_traversal.rb:16:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/json_csrf.rb:17:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/base.rb:47:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/xss_header.rb:22:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/nulllogger.rb:9:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/xss_header.rb:22:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/head.rb:9:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/path_traversal.rb:16:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/json_csrf.rb:17:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/base.rb:47:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/nulllogger.rb:9:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/head.rb:9:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-protection-1.2.0/lib/rack/protection/xss_header.rb:22:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:1334:in `block in call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:1334:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/sinatra-1.3.2/lib/sinatra/base.rb:1416:in `synchronize'
2012-04-25T21:18:18+00:00 app[web.1]: 	/home/heroku_rack/lib/static_assets.rb:9:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/home/heroku_rack/lib/last_access.rb:15:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/urlmap.rb:64:in `block in call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/urlmap.rb:49:in `each'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/builder.rb:134:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/urlmap.rb:49:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/home/heroku_rack/lib/date_header.rb:14:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/connection.rb:76:in `block in pre_process'
2012-04-25T21:18:18+00:00 app[web.1]: 	/app/.bundle/gems/ruby/1.9.1/gems/rack-1.4.1/lib/rack/builder.rb:134:in `call'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/connection.rb:74:in `catch'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/connection.rb:74:in `pre_process'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/connection.rb:57:in `process'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/connection.rb:42:in `receive_data'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/eventmachine-0.12.10/lib/eventmachine.rb:256:in `run'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/backends/base.rb:57:in `start'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/eventmachine-0.12.10/lib/eventmachine.rb:256:in `run_machine'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/server.rb:156:in `start'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/runner.rb:177:in `run_command'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/controllers/controller.rb:80:in `start'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/lib/thin/runner.rb:143:in `run!'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/bin/thin:19:in `<main>'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/bin/thin:19:in `load'
2012-04-25T21:18:18+00:00 app[web.1]: 	/usr/ruby1.9.2/lib/ruby/gems/1.9.1/gems/thin-1.2.6/bin/thin:6:in `<top (required)>'
2012-04-25T21:18:18+00:00 heroku[router]: DELETE checkinn.heroku.com/access/test1234?akey=1234567890&atimestamp=1335388693&atoken=c365fe5863c4267f86ebd9e60550738483138633 dyno=web.1 queue=0 wait=0ms service=3734ms status=500 bytes=30
2012-04-25T21:18:18+00:00 heroku[nginx]: 46.200.92.155 - - [25/Apr/2012:21:18:18 +0000] "DELETE /access/test1234?akey=1234567890&atimestamp=1335388693&atoken=c365fe5863c4267f86ebd9e60550738483138633 HTTP/1.1" 500 30 "-" "Zend\x5CHttp\x5CClient" checkinn.heroku.com
